Timestamp, Temperature[°C], Humidity[%]
2023_06_27_11_08_57, 26.09, 54.11
2023_06_27_11_08_59, 26.11, 54.16
2023_06_27_11_09_01, 26.09, 54.12
2023_06_27_11_09_03, 26.11, 54.10
2023_06_27_11_09_05, 26.08, 54.16
2023_06_27_11_09_07, 26.08, 54.23
2023_06_27_11_09_09, 26.09, 54.30
2023_06_27_11_09_11, 26.09, 54.26
2023_06_27_11_09_13, 26.15, 54.31
2023_06_27_11_09_15, 26.11, 54.21
2023_06_27_11_09_17, 26.15, 54.27
2023_06_27_11_09_19, 26.12, 54.27
2023_06_27_11_09_21, 26.12, 54.22
2023_06_27_11_09_23, 26.11, 54.29
2023_06_27_11_09_25, 26.11, 54.30
2023_06_27_11_09_27, 26.14, 54.46
2023_06_27_11_09_29, 26.16, 54.53
2023_06_27_11_09_31, 26.16, 54.52
2023_06_27_11_09_33, 26.15, 54.33
2023_06_27_11_09_35, 26.14, 54.25
2023_06_27_11_09_37, 26.11, 54.28
2023_06_27_11_09_39, 26.11, 54.25
2023_06_27_11_09_41, 26.12, 54.27
2023_06_27_11_09_43, 26.11, 54.23
2023_06_27_11_09_45, 26.09, 54.27
2023_06_27_11_09_47, 26.18, 54.40
2023_06_27_11_09_49, 26.18, 54.51
2023_06_27_11_09_51, 26.22, 54.47
2023_06_27_11_09_53, 26.26, 54.36
2023_06_27_11_09_55, 26.22, 54.29
2023_06_27_11_09_57, 26.18, 54.22
2023_06_27_11_09_59, 26.19, 54.42
2023_06_27_11_10_01, 26.19, 54.38
2023_06_27_11_10_04, 26.19, 54.31
2023_06_27_11_10_06, 26.15, 54.18
2023_06_27_11_10_08, 26.15, 54.32
2023_06_27_11_10_10, 26.15, 54.33
2023_06_27_11_10_12, 26.11, 54.25
2023_06_27_11_10_14, 26.08, 54.25
2023_06_27_11_10_16, 26.09, 54.24
2023_06_27_11_10_18, 26.05, 54.27
2023_06_27_11_10_20, 26.06, 54.29
2023_06_27_11_10_22, 26.08, 54.35
2023_06_27_11_10_24, 26.09, 54.39
2023_06_27_11_10_26, 26.09, 54.38
2023_06_27_11_10_28, 26.08, 54.40
2023_06_27_11_10_30, 26.08, 54.46
2023_06_27_11_10_32, 26.11, 54.44
2023_06_27_11_10_34, 26.14, 54.42
2023_06_27_11_10_36, 26.15, 54.39
2023_06_27_11_10_38, 26.11, 54.36
2023_06_27_11_10_40, 26.09, 54.33
2023_06_27_11_10_42, 26.08, 54.33
2023_06_27_11_10_44, 26.08, 54.30
2023_06_27_11_10_46, 26.09, 54.22
2023_06_27_11_10_48, 26.09, 54.23
2023_06_27_11_10_50, 26.01, 54.26
2023_06_27_11_10_52, 25.96, 54.28
2023_06_27_11_10_54, 25.92, 54.43
2023_06_27_11_10_56, 25.89, 54.53
2023_06_27_11_10_58, 25.88, 54.61
2023_06_27_11_11_00, 25.91, 54.65
2023_06_27_11_11_02, 25.92, 54.67
2023_06_27_11_11_04, 25.96, 54.60
2023_06_27_11_11_06, 25.92, 54.65
2023_06_27_11_11_08, 25.89, 54.61
2023_06_27_11_11_10, 25.89, 54.65
2023_06_27_11_11_12, 25.87, 54.72
2023_06_27_11_11_14, 25.87, 54.80
2023_06_27_11_11_16, 25.84, 54.81
2023_06_27_11_11_18, 25.83, 54.75
2023_06_27_11_11_20, 25.81, 54.83
2023_06_27_11_11_22, 25.80, 54.89
2023_06_27_11_11_25, 25.77, 54.92
2023_06_27_11_11_27, 25.77, 55.05
2023_06_27_11_11_29, 25.78, 55.05
2023_06_27_11_11_31, 25.80, 55.01
2023_06_27_11_11_33, 25.83, 55.02
2023_06_27_11_11_35, 25.81, 54.96
2023_06_27_11_11_37, 25.83, 54.93
2023_06_27_11_11_39, 25.81, 54.94
2023_06_27_11_11_41, 25.81, 54.90
2023_06_27_11_11_43, 25.85, 54.87
2023_06_27_11_11_45, 25.80, 54.89
2023_06_27_11_11_47, 25.80, 54.89
2023_06_27_11_11_49, 25.80, 54.91
2023_06_27_11_11_51, 25.81, 54.90
2023_06_27_11_11_53, 25.81, 54.94
2023_06_27_11_11_55, 25.84, 54.92
2023_06_27_11_11_57, 25.84, 54.93
2023_06_27_11_11_59, 25.84, 54.87
2023_06_27_11_12_01, 25.85, 54.87
2023_06_27_11_12_03, 25.88, 54.86
2023_06_27_11_12_05, 25.94, 54.77
2023_06_27_11_12_07, 25.94, 54.72
2023_06_27_11_12_09, 25.92, 54.70
2023_06_27_11_12_11, 25.95, 54.75
2023_06_27_11_12_13, 26.01, 54.82
2023_06_27_11_12_15, 26.02, 54.70
2023_06_27_11_12_17, 25.99, 54.60
2023_06_27_11_12_19, 25.99, 54.54
2023_06_27_11_12_21, 25.96, 54.49
2023_06_27_11_12_23, 25.96, 54.51
2023_06_27_11_12_25, 26.02, 54.48
2023_06_27_11_12_27, 26.08, 54.35
2023_06_27_11_12_29, 26.06, 54.35
2023_06_27_11_12_31, 26.05, 54.35
2023_06_27_11_12_33, 26.06, 54.39
2023_06_27_11_12_35, 26.06, 54.72
2023_06_27_11_12_37, 26.04, 54.78
2023_06_27_11_12_39, 26.02, 54.70
2023_06_27_11_12_41, 26.06, 54.71
2023_06_27_11_12_43, 26.08, 54.66
2023_06_27_11_12_45, 26.09, 54.69
2023_06_27_11_12_47, 26.09, 54.64
2023_06_27_11_12_50, 26.14, 54.53
2023_06_27_11_12_52, 26.12, 54.49
