Timestamp, Temperature[°C], Humidity[%]
2023_06_30_12_18_55, 24.83, 59.71
2023_06_30_12_18_57, 24.86, 59.63
2023_06_30_12_18_59, 24.90, 59.59
2023_06_30_12_19_01, 24.97, 59.48
2023_06_30_12_19_03, 24.99, 59.33
2023_06_30_12_19_05, 25.00, 59.20
2023_06_30_12_19_07, 25.00, 59.11
2023_06_30_12_19_09, 24.99, 59.06
2023_06_30_12_19_11, 24.97, 59.23
2023_06_30_12_19_13, 24.99, 59.22
2023_06_30_12_19_15, 25.03, 59.44
2023_06_30_12_19_17, 25.06, 59.42
2023_06_30_12_19_19, 25.09, 59.43
2023_06_30_12_19_21, 25.10, 59.25
2023_06_30_12_19_23, 25.13, 59.11
2023_06_30_12_19_25, 25.14, 58.97
2023_06_30_12_19_27, 25.13, 58.89
2023_06_30_12_19_29, 25.09, 58.84
2023_06_30_12_19_31, 25.05, 58.86
2023_06_30_12_19_33, 25.03, 59.01
2023_06_30_12_19_35, 25.02, 59.19
2023_06_30_12_19_37, 25.00, 59.28
2023_06_30_12_19_39, 24.99, 59.24
2023_06_30_12_19_41, 24.95, 59.32
2023_06_30_12_19_43, 24.96, 59.26
2023_06_30_12_19_45, 24.97, 59.26
2023_06_30_12_19_47, 24.93, 59.24
2023_06_30_12_19_49, 24.93, 59.22
2023_06_30_12_19_51, 24.95, 59.22
2023_06_30_12_19_53, 24.96, 59.26
2023_06_30_12_19_55, 24.92, 59.23
2023_06_30_12_19_57, 24.90, 59.22
2023_06_30_12_19_59, 24.89, 59.19
2023_06_30_12_20_01, 24.83, 59.25
2023_06_30_12_20_03, 24.79, 59.30
2023_06_30_12_20_05, 24.79, 59.42
2023_06_30_12_20_07, 24.76, 59.49
2023_06_30_12_20_09, 24.74, 59.57
2023_06_30_12_20_11, 24.74, 59.57
2023_06_30_12_20_13, 24.78, 59.66
2023_06_30_12_20_16, 24.78, 59.66
2023_06_30_12_20_18, 24.79, 59.62
2023_06_30_12_20_20, 24.81, 59.58
2023_06_30_12_20_22, 24.85, 59.57
2023_06_30_12_20_24, 24.85, 59.51
2023_06_30_12_20_26, 24.85, 59.45
2023_06_30_12_20_28, 24.95, 59.39
2023_06_30_12_20_30, 24.95, 59.33
2023_06_30_12_20_32, 25.00, 59.22
2023_06_30_12_20_34, 24.95, 59.16
2023_06_30_12_20_36, 25.02, 59.12
2023_06_30_12_20_38, 25.09, 59.00
2023_06_30_12_20_40, 25.03, 58.92
2023_06_30_12_20_42, 25.02, 58.89
2023_06_30_12_20_44, 25.03, 58.91
2023_06_30_12_20_46, 25.00, 58.93
2023_06_30_12_20_48, 24.95, 58.94
2023_06_30_12_20_50, 24.93, 58.97
2023_06_30_12_20_52, 24.89, 59.04
2023_06_30_12_20_54, 24.90, 59.10
2023_06_30_12_20_56, 24.87, 59.16
2023_06_30_12_20_58, 24.87, 59.19
2023_06_30_12_21_00, 24.90, 59.19
2023_06_30_12_21_02, 24.92, 59.16
2023_06_30_12_21_04, 24.89, 59.14
2023_06_30_12_21_06, 24.92, 59.11
2023_06_30_12_21_08, 24.90, 59.09
2023_06_30_12_21_10, 24.87, 59.11
2023_06_30_12_21_12, 24.85, 59.15
2023_06_30_12_21_14, 24.83, 59.17
2023_06_30_12_21_16, 24.79, 59.27
2023_06_30_12_21_18, 24.75, 59.41
2023_06_30_12_21_20, 24.69, 59.54
2023_06_30_12_21_22, 24.68, 59.75
2023_06_30_12_21_24, 24.68, 59.82
2023_06_30_12_21_26, 24.62, 59.93
2023_06_30_12_21_28, 24.64, 59.98
2023_06_30_12_21_30, 24.62, 60.01
2023_06_30_12_21_32, 24.62, 60.06
2023_06_30_12_21_34, 24.61, 60.12
2023_06_30_12_21_36, 24.61, 60.09
2023_06_30_12_21_38, 24.62, 60.19
2023_06_30_12_21_40, 24.59, 60.20
2023_06_30_12_21_42, 24.56, 60.21
2023_06_30_12_21_44, 24.59, 60.25
2023_06_30_12_21_46, 24.61, 60.25
2023_06_30_12_21_48, 24.62, 60.26
2023_06_30_12_21_50, 24.71, 60.20
2023_06_30_12_21_52, 24.68, 60.06
2023_06_30_12_21_54, 24.66, 60.04
2023_06_30_12_21_56, 24.71, 60.08
2023_06_30_12_21_58, 24.71, 59.98
2023_06_30_12_22_01, 24.71, 59.91
2023_06_30_12_22_03, 24.72, 59.87
2023_06_30_12_22_05, 24.74, 59.80
2023_06_30_12_22_07, 24.72, 59.77
2023_06_30_12_22_09, 24.74, 59.76
2023_06_30_12_22_11, 24.81, 59.71
2023_06_30_12_22_13, 24.81, 59.67
2023_06_30_12_22_15, 24.78, 59.63
2023_06_30_12_22_17, 24.82, 59.65
2023_06_30_12_22_19, 24.82, 59.61
2023_06_30_12_22_21, 24.85, 59.69
2023_06_30_12_22_23, 24.87, 59.76
2023_06_30_12_22_25, 24.93, 59.82
2023_06_30_12_22_27, 24.99, 59.93
2023_06_30_12_22_29, 24.97, 59.73
2023_06_30_12_22_31, 24.93, 59.56
2023_06_30_12_22_33, 24.97, 59.40
2023_06_30_12_22_35, 25.02, 59.28
2023_06_30_12_22_37, 25.09, 59.16
2023_06_30_12_22_39, 25.06, 59.04
2023_06_30_12_22_41, 25.06, 58.91
2023_06_30_12_22_43, 25.02, 58.84
2023_06_30_12_22_45, 24.99, 58.80
2023_06_30_12_22_47, 24.93, 58.84
2023_06_30_12_22_49, 24.93, 58.91
2023_06_30_12_22_51, 24.90, 58.98
2023_06_30_12_22_53, 24.85, 59.10
2023_06_30_12_22_55, 24.86, 59.15
2023_06_30_12_22_57, 24.92, 59.24
2023_06_30_12_22_59, 24.97, 59.25
2023_06_30_12_23_01, 24.96, 59.15
2023_06_30_12_23_03, 24.96, 59.11
2023_06_30_12_23_05, 24.93, 59.08
2023_06_30_12_23_07, 25.02, 59.11
2023_06_30_12_23_09, 25.03, 59.02
2023_06_30_12_23_11, 25.05, 59.00
2023_06_30_12_23_13, 25.03, 58.95
2023_06_30_12_23_15, 25.02, 58.94
2023_06_30_12_23_17, 25.02, 58.92
2023_06_30_12_23_19, 24.99, 58.96
2023_06_30_12_23_21, 25.00, 58.95
2023_06_30_12_23_23, 24.95, 58.98
2023_06_30_12_23_25, 24.92, 59.02
2023_06_30_12_23_27, 24.85, 59.08
2023_06_30_12_23_29, 24.86, 59.16
2023_06_30_12_23_31, 24.81, 59.27
2023_06_30_12_23_33, 24.82, 59.32
2023_06_30_12_23_36, 24.82, 59.37
2023_06_30_12_23_38, 24.83, 59.39
2023_06_30_12_23_40, 24.81, 59.43
2023_06_30_12_23_42, 24.81, 59.48
2023_06_30_12_23_44, 24.79, 59.51
2023_06_30_12_23_46, 24.83, 59.57
2023_06_30_12_23_48, 24.86, 59.62
2023_06_30_12_23_50, 24.90, 59.60
2023_06_30_12_23_52, 24.93, 59.47
2023_06_30_12_23_54, 24.87, 59.42
2023_06_30_12_23_56, 24.83, 59.40
2023_06_30_12_23_58, 24.78, 59.48
2023_06_30_12_24_00, 24.76, 59.52
2023_06_30_12_24_02, 24.75, 59.64
2023_06_30_12_24_04, 24.74, 59.69
2023_06_30_12_24_06, 24.74, 59.86
2023_06_30_12_24_08, 24.75, 59.89
2023_06_30_12_24_10, 24.75, 59.91
2023_06_30_12_24_12, 24.79, 59.91
2023_06_30_12_24_14, 24.82, 59.86
2023_06_30_12_24_16, 24.83, 59.80
2023_06_30_12_24_18, 24.82, 59.75
2023_06_30_12_24_20, 24.86, 59.68
